|dates|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5941.0|0|430.0|0|0.0|0
0|2020-05-18|6006.0|0|436.0|0|0.0|0
0|2020-05-19|6079.0|0|455.0|0|0.0|0
0|2020-05-20|6127.0|0|459.0|0|0.0|0
0|2020-05-21|6216.0|0|485.0|0|0.0|0
0|2020-05-22|6235.0|0|490.0|0|0.0|0
0|2020-05-23|6235.0|0|494.0|0|0.0|0
