|dates|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|0.0|0|0.0|0
0|2020-05-28|26.0|0|0.0|0|0.0|0
0|2020-05-29|26.0|0|0.0|0|0.0|0
0|2020-05-30|26.0|0|0.0|0|0.0|0
