|dates|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|604.0|0|2.0|0|0.0|0
0|2020-05-28|604.0|0|2.0|0|0.0|0
0|2020-05-29|604.0|0|2.0|0|0.0|0
0|2020-05-30|604.0|0|2.0|0|0.0|0
