|dates|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|113.0|0|10.0|0|0.0|0
0|2020-05-15|119.0|0|10.0|0|0.0|0
0|2020-05-16|119.0|0|10.0|0|0.0|0
