|dates|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|1.0|0|0.0|0
0|2020-05-25|33.0|0|2.0|0|0.0|0
0|2020-05-26|33.0|0|2.0|0|0.0|0
