|dates|Hays_Texas_UnitedStates.JHU_ConfirmedCases.data|Hays_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|270.0|0|3.0|0|0.0|0
0|2020-05-25|270.0|0|3.0|0|0.0|0
0|2020-05-26|270.0|0|3.0|0|0.0|0
