|dates|Hutchinson_Texas_UnitedStates.JHU_ConfirmedCases.data|Hutchinson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hutchinson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hutchinson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hutchinson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hutchinson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|28.0|0|0.0|0|0.0|0
0|2020-05-19|30.0|0|0.0|0|0.0|0
0|2020-05-20|32.0|0|0.0|0|0.0|0
0|2020-05-21|31.0|0|0.0|0|0.0|0
0|2020-05-22|31.0|0|0.0|0|0.0|0
0|2020-05-23|31.0|0|0.0|0|0.0|0
