|dates|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hyde_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
