|dates|Orange_Virginia_UnitedStates.JHU_ConfirmedCases.data|Orange_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Orange_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|91.0|0|0.0|0|0.0|0
0|2020-05-28|91.0|0|0.0|0|0.0|0
0|2020-05-29|91.0|0|0.0|0|0.0|0
0|2020-05-30|91.0|0|0.0|0|0.0|0
