|dates|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|587.0|0|17.0|0|0.0|0
0|2020-05-28|587.0|0|17.0|0|0.0|0
0|2020-05-29|587.0|0|17.0|0|0.0|0
0|2020-05-30|587.0|0|17.0|0|0.0|0
