|dates|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
