|dates|Camden_Missouri_UnitedStates.JHU_ConfirmedCases.data|Camden_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Camden_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Camden_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|36.0|0|1.0|0|0.0|0
0|2020-05-15|36.0|0|1.0|0|0.0|0
0|2020-05-16|36.0|0|1.0|0|0.0|0
