|dates|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3739.0|0|113.0|0|0.0|0
0|2020-05-18|3861.0|0|114.0|0|0.0|0
0|2020-05-19|3904.0|0|115.0|0|0.0|0
0|2020-05-20|3960.0|0|116.0|0|0.0|0
0|2020-05-21|4006.0|0|117.0|0|0.0|0
0|2020-05-22|4048.0|0|119.0|0|0.0|0
0|2020-05-23|4048.0|0|119.0|0|0.0|0
