|dates|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|116.0|0|4.0|0|0.0|0
0|2020-05-15|138.0|0|4.0|0|0.0|0
0|2020-05-16|138.0|0|4.0|0|0.0|0
