|dates|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|65.0|0|0.0|0|0.0|0
0|2020-05-15|66.0|0|0.0|0|0.0|0
0|2020-05-16|66.0|0|0.0|0|0.0|0
