|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|352.0|0|33.0|0|0.0|0
0|2020-05-15|352.0|0|31.0|0|0.0|0
0|2020-05-16|352.0|0|31.0|0|0.0|0
