|dates|Tulare_California_UnitedStates.JHU_ConfirmedCases.data|Tulare_California_UnitedStates.JHU_ConfirmedCases.missing|Tulare_California_UnitedStates.JHU_ConfirmedDeaths.data|Tulare_California_UnitedStates.JHU_ConfirmedDeaths.missing|Tulare_California_UnitedStates.JHU_ConfirmedRecoveries.data|Tulare_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1430.0|0|67.0|0|0.0|0
0|2020-05-18|1436.0|0|67.0|0|0.0|0
0|2020-05-19|1539.0|0|71.0|0|0.0|0
0|2020-05-20|1552.0|0|73.0|0|0.0|0
0|2020-05-21|1603.0|0|74.0|0|0.0|0
0|2020-05-22|1641.0|0|75.0|0|0.0|0
0|2020-05-23|1641.0|0|75.0|0|0.0|0
