|dates|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|219.0|0|12.0|0|0.0|0
0|2020-05-25|220.0|0|12.0|0|0.0|0
0|2020-05-26|220.0|0|12.0|0|0.0|0
