|dates|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|151.0|0|3.0|0|0.0|0
0|2020-05-28|151.0|0|3.0|0|0.0|0
0|2020-05-29|151.0|0|3.0|0|0.0|0
0|2020-05-30|151.0|0|3.0|0|0.0|0
