|dates|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|10.0|0|0.0|0|0.0|0
0|2020-05-19|10.0|0|0.0|0|0.0|0
0|2020-05-20|11.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|12.0|0|0.0|0|0.0|0
0|2020-05-23|12.0|0|0.0|0|0.0|0
