|dates|Colorado_Texas_UnitedStates.JHU_ConfirmedCases.data|Colorado_Texas_UnitedStates.JHU_ConfirmedCases.missing|Colorado_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Colorado_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Colorado_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Colorado_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|18.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|19.0|0|0.0|0|0.0|0
0|2020-05-22|19.0|0|0.0|0|0.0|0
0|2020-05-23|19.0|0|0.0|0|0.0|0
