|dates|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|2.0|0|0.0|0
0|2020-05-18|25.0|0|2.0|0|0.0|0
0|2020-05-19|25.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|2.0|0|0.0|0
0|2020-05-21|28.0|0|2.0|0|0.0|0
0|2020-05-22|30.0|0|2.0|0|0.0|0
0|2020-05-23|30.0|0|2.0|0|0.0|0
