|dates|Pike_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pike_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|2.0|0|0.0|0
0|2020-05-25|28.0|0|2.0|0|0.0|0
0|2020-05-26|28.0|0|2.0|0|0.0|0
