|dates|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Arkansas_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
