|dates|Bradley_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Bradley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Bradley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|1.0|0|0.0|0
0|2020-05-28|18.0|0|1.0|0|0.0|0
0|2020-05-29|18.0|0|1.0|0|0.0|0
0|2020-05-30|18.0|0|1.0|0|0.0|0
