|dates|Isabella_Michigan_UnitedStates.JHU_ConfirmedCases.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Isabella_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Isabella_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|62.0|0|7.0|0|0.0|0
0|2020-05-15|62.0|0|7.0|0|0.0|0
0|2020-05-16|62.0|0|7.0|0|0.0|0
