|dates|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|244.0|0|19.0|0|0.0|0
0|2020-05-18|247.0|0|19.0|0|0.0|0
0|2020-05-19|250.0|0|21.0|0|0.0|0
0|2020-05-20|250.0|0|21.0|0|0.0|0
0|2020-05-21|251.0|0|22.0|0|0.0|0
0|2020-05-22|253.0|0|22.0|0|0.0|0
0|2020-05-23|253.0|0|22.0|0|0.0|0
