|dates|Johnson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|0.0|0|0.0|0
0|2020-05-28|73.0|0|0.0|0|0.0|0
0|2020-05-29|73.0|0|0.0|0|0.0|0
0|2020-05-30|73.0|0|0.0|0|0.0|0
