|dates|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|121.0|0|5.0|0|0.0|0
0|2020-05-25|121.0|0|5.0|0|0.0|0
0|2020-05-26|121.0|0|5.0|0|0.0|0
