|dates|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|561.0|0|32.0|0|0.0|0
0|2020-05-18|565.0|0|32.0|0|0.0|0
0|2020-05-19|574.0|0|35.0|0|0.0|0
0|2020-05-20|579.0|0|37.0|0|0.0|0
0|2020-05-21|586.0|0|38.0|0|0.0|0
0|2020-05-22|591.0|0|40.0|0|0.0|0
0|2020-05-23|591.0|0|40.0|0|0.0|0
