|dates|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Ohio_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|38.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
