|dates|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|58.0|0|0.0|0|0.0|0
0|2020-05-18|65.0|0|0.0|0|0.0|0
0|2020-05-19|72.0|0|0.0|0|0.0|0
0|2020-05-20|78.0|0|1.0|0|0.0|0
0|2020-05-21|87.0|0|1.0|0|0.0|0
0|2020-05-22|112.0|0|1.0|0|0.0|0
0|2020-05-23|112.0|0|1.0|0|0.0|0
