|dates|Walker_Alabama_UnitedStates.JHU_ConfirmedCases.data|Walker_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Walker_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|126.0|0|0.0|0|0.0|0
0|2020-05-18|139.0|0|0.0|0|0.0|0
0|2020-05-19|148.0|0|1.0|0|0.0|0
0|2020-05-20|164.0|0|1.0|0|0.0|0
0|2020-05-21|168.0|0|1.0|0|0.0|0
0|2020-05-22|179.0|0|1.0|0|0.0|0
0|2020-05-23|179.0|0|1.0|0|0.0|0
