|dates|Perry_Indiana_UnitedStates.JHU_ConfirmedCases.data|Perry_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Perry_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|0.0|0|0.0|0
0|2020-05-28|26.0|0|0.0|0|0.0|0
0|2020-05-29|26.0|0|0.0|0|0.0|0
0|2020-05-30|26.0|0|0.0|0|0.0|0
