|dates|Roscommon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Roscommon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Roscommon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|21.0|0|0.0|0|0.0|0
0|2020-05-25|21.0|0|0.0|0|0.0|0
0|2020-05-26|21.0|0|0.0|0|0.0|0
