|dates|Colbert_Alabama_UnitedStates.JHU_ConfirmedCases.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Colbert_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Colbert_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Colbert_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|161.0|0|2.0|0|0.0|0
0|2020-05-28|161.0|0|2.0|0|0.0|0
0|2020-05-29|161.0|0|2.0|0|0.0|0
0|2020-05-30|161.0|0|2.0|0|0.0|0
