|dates|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|9.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|9.0|0|0.0|0|0.0|0
0|2020-05-21|10.0|0|0.0|0|0.0|0
0|2020-05-22|11.0|0|0.0|0|0.0|0
0|2020-05-23|11.0|0|0.0|0|0.0|0
