|dates|Cecil_Maryland_UnitedStates.JHU_ConfirmedCases.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Cecil_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Cecil_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|308.0|0|17.0|0|0.0|0
0|2020-05-18|318.0|0|17.0|0|0.0|0
0|2020-05-19|323.0|0|18.0|0|0.0|0
0|2020-05-20|328.0|0|20.0|0|0.0|0
0|2020-05-21|331.0|0|20.0|0|0.0|0
0|2020-05-22|339.0|0|20.0|0|0.0|0
0|2020-05-23|339.0|0|20.0|0|0.0|0
