|dates|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|2.0|0|0.0|0
0|2020-05-28|98.0|0|2.0|0|0.0|0
0|2020-05-29|98.0|0|2.0|0|0.0|0
0|2020-05-30|98.0|0|2.0|0|0.0|0
