|dates|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|6.0|0|0.0|0
0|2020-05-18|87.0|0|7.0|0|0.0|0
0|2020-05-19|86.0|0|7.0|0|0.0|0
0|2020-05-20|88.0|0|8.0|0|0.0|0
0|2020-05-21|89.0|0|8.0|0|0.0|0
0|2020-05-22|91.0|0|8.0|0|0.0|0
0|2020-05-23|91.0|0|8.0|0|0.0|0
