|dates|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|6.0|0|0.0|0
0|2020-05-28|58.0|0|6.0|0|0.0|0
0|2020-05-29|58.0|0|6.0|0|0.0|0
0|2020-05-30|58.0|0|6.0|0|0.0|0
