|dates|NewCastle_Delaware_UnitedStates.JHU_ConfirmedCases.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedCases.missing|NewCastle_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|NewCastle_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2682.0|0|124.0|0|0.0|0
0|2020-05-18|2738.0|0|130.0|0|0.0|0
0|2020-05-19|2845.0|0|135.0|0|0.0|0
0|2020-05-20|2933.0|0|138.0|0|0.0|0
0|2020-05-21|3053.0|0|144.0|0|0.0|0
0|2020-05-22|3132.0|0|146.0|0|0.0|0
0|2020-05-23|3132.0|0|146.0|0|0.0|0
