|dates|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|39.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
