|dates|Jack_Texas_UnitedStates.JHU_ConfirmedCases.data|Jack_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jack_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jack_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jack_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jack_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
