|dates|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|2.0|0|0.0|0
0|2020-05-28|93.0|0|2.0|0|0.0|0
0|2020-05-29|93.0|0|2.0|0|0.0|0
0|2020-05-30|93.0|0|2.0|0|0.0|0
