|dates|Perry_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Perry_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Perry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
