|dates|Geary_Kansas_UnitedStates.JHU_ConfirmedCases.data|Geary_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Geary_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Geary_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Geary_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Geary_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
