|dates|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|242.0|0|10.0|0|0.0|0
0|2020-05-28|242.0|0|10.0|0|0.0|0
0|2020-05-29|242.0|0|10.0|0|0.0|0
0|2020-05-30|242.0|0|10.0|0|0.0|0
