|dates|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|190.0|0|9.0|0|0.0|0
0|2020-05-25|190.0|0|9.0|0|0.0|0
0|2020-05-26|190.0|0|9.0|0|0.0|0
