|dates|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.data|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|29.0|0|0.0|0|0.0|0
0|2020-05-28|29.0|0|0.0|0|0.0|0
0|2020-05-29|29.0|0|0.0|0|0.0|0
0|2020-05-30|29.0|0|0.0|0|0.0|0
