|dates|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|58.0|0|8.0|0|0.0|0
0|2020-05-18|59.0|0|8.0|0|0.0|0
0|2020-05-19|65.0|0|8.0|0|0.0|0
0|2020-05-20|71.0|0|9.0|0|0.0|0
0|2020-05-21|73.0|0|9.0|0|0.0|0
0|2020-05-22|76.0|0|9.0|0|0.0|0
0|2020-05-23|76.0|0|9.0|0|0.0|0
