|dates|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|79.0|0|0.0|0|0.0|0
0|2020-05-25|79.0|0|0.0|0|0.0|0
0|2020-05-26|79.0|0|0.0|0|0.0|0
