|dates|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.data|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|1.0|0|0.0|0
0|2020-05-18|15.0|0|1.0|0|0.0|0
0|2020-05-19|16.0|0|1.0|0|0.0|0
0|2020-05-20|15.0|0|1.0|0|0.0|0
0|2020-05-21|16.0|0|1.0|0|0.0|0
0|2020-05-22|17.0|0|1.0|0|0.0|0
0|2020-05-23|17.0|0|1.0|0|0.0|0
