|dates|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|78.0|0|5.0|0|0.0|0
0|2020-05-28|78.0|0|5.0|0|0.0|0
0|2020-05-29|78.0|0|5.0|0|0.0|0
0|2020-05-30|78.0|0|5.0|0|0.0|0
