|dates|White_Indiana_UnitedStates.JHU_ConfirmedCases.data|White_Indiana_UnitedStates.JHU_ConfirmedCases.missing|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|179.0|0|4.0|0|0.0|0
0|2020-05-18|183.0|0|5.0|0|0.0|0
0|2020-05-19|186.0|0|5.0|0|0.0|0
0|2020-05-20|188.0|0|7.0|0|0.0|0
0|2020-05-21|201.0|0|7.0|0|0.0|0
0|2020-05-22|206.0|0|8.0|0|0.0|0
0|2020-05-23|206.0|0|8.0|0|0.0|0
