|dates|Upson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Upson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Upson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Upson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Upson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Upson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|280.0|0|34.0|0|0.0|0
0|2020-05-28|280.0|0|34.0|0|0.0|0
0|2020-05-29|280.0|0|34.0|0|0.0|0
0|2020-05-30|280.0|0|34.0|0|0.0|0
