|dates|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pemiscot_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|3.0|0|0.0|0
0|2020-05-18|68.0|0|3.0|0|0.0|0
0|2020-05-19|70.0|0|3.0|0|0.0|0
0|2020-05-20|70.0|0|3.0|0|0.0|0
0|2020-05-21|70.0|0|3.0|0|0.0|0
0|2020-05-22|72.0|0|4.0|0|0.0|0
0|2020-05-23|72.0|0|4.0|0|0.0|0
