|dates|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|272.0|0|5.0|0|0.0|0
0|2020-05-28|272.0|0|5.0|0|0.0|0
0|2020-05-29|272.0|0|5.0|0|0.0|0
0|2020-05-30|272.0|0|5.0|0|0.0|0
