|dates|Union_Ohio_UnitedStates.JHU_ConfirmedCases.data|Union_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Union_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Union_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|0.0|0|0.0|0
0|2020-05-15|30.0|0|0.0|0|0.0|0
0|2020-05-16|30.0|0|0.0|0|0.0|0
