|dates|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1590.0|0|75.0|0|0.0|0
0|2020-05-18|1638.0|0|77.0|0|0.0|0
0|2020-05-19|1688.0|0|79.0|0|0.0|0
0|2020-05-20|1728.0|0|81.0|0|0.0|0
0|2020-05-21|1763.0|0|89.0|0|0.0|0
0|2020-05-22|1795.0|0|91.0|0|0.0|0
0|2020-05-23|1795.0|0|91.0|0|0.0|0
