|dates|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedCases.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedCases.missing|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|KetchikanGateway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|16.0|0|0.0|0|0.0|0
0|2020-05-25|16.0|0|0.0|0|0.0|0
0|2020-05-26|16.0|0|0.0|0|0.0|0
