|dates|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|149.0|0|3.0|0|0.0|0
0|2020-05-18|153.0|0|3.0|0|0.0|0
0|2020-05-19|153.0|0|3.0|0|0.0|0
0|2020-05-20|158.0|0|3.0|0|0.0|0
0|2020-05-21|163.0|0|3.0|0|0.0|0
0|2020-05-22|166.0|0|4.0|0|0.0|0
0|2020-05-23|166.0|0|4.0|0|0.0|0
