|dates|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|38.0|0|2.0|0|0.0|0
0|2020-05-25|38.0|0|2.0|0|0.0|0
0|2020-05-26|38.0|0|2.0|0|0.0|0
