|dates|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|777.0|0|37.0|0|0.0|0
0|2020-05-28|777.0|0|37.0|0|0.0|0
0|2020-05-29|777.0|0|37.0|0|0.0|0
0|2020-05-30|777.0|0|37.0|0|0.0|0
